Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,PATTERN
DQM,designator1,designator2,F,-0.133,0.088,5.436,FFFE,2,31.566,20.000,0.221,SL_PAD/,designator2_pad,1.402,1.623,0.000,0.000,1.535,designator1_fffe_2\designator1_fffe_2.csd,0.00V,tnet,2in,default_data
DQM,designator1,designator2,R,-0.086,0.157,4.955,FFFE,3,51.558,20.000,0.243,SL_PAD/,designator2_pad,1.377,1.620,0.000,0.000,1.463,designator1_fffe_2\designator1_fffe_2.csd,0.00V,tnet,2in,default_data
DQM,designator1,designator2,F,-0.133,0.088,5.421,FFFE,4,61.567,10.000,0.221,SL_PAD/,designator2_pad,1.402,1.623,0.000,0.000,1.535,designator1_fffe_2\designator1_fffe_2.csd,0.00V,tnet,2in,default_data
DQM,designator1,designator2,R,-0.081,0.159,5.004,FFFE,5,71.561,10.000,0.240,SL_PAD/,designator2_pad,1.382,1.622,0.000,0.000,1.463,designator1_fffe_2\designator1_fffe_2.csd,0.00V,tnet,2in,default_data
DQM,designator1,designator2,F,-0.132,0.088,5.456,FFFE,6,81.568,10.000,0.220,SL_PAD/,designator2_pad,1.403,1.623,0.000,0.000,1.535,designator1_fffe_2\designator1_fffe_2.csd,0.00V,tnet,2in,default_data
DQM,designator1,designator2,R,-0.082,0.158,4.995,FFFE,7,91.560,10.000,0.240,SL_PAD/,designator2_pad,1.381,1.621,0.000,0.000,1.463,designator1_fffe_2\designator1_fffe_2.csd,0.00V,tnet,2in,default_data
DQM,designator1,designator2,F,0.027,0.249,5.427,FFFE,2,31.724,20.000,0.222,SL_PAD/,designator2_pad,1.562,1.784,0.000,0.000,1.535,designator1_fffe_3\designator1_fffe_3.csd,0.00V,tnet,3in,default_data
DQM,designator1,designator2,R,0.075,0.322,4.851,FFFE,3,51.722,20.000,0.247,SL_PAD/,designator2_pad,1.538,1.785,0.000,0.000,1.463,designator1_fffe_3\designator1_fffe_3.csd,0.00V,tnet,3in,default_data
DQM,designator1,designator2,F,0.026,0.250,5.337,FFFE,4,61.723,10.000,0.224,SL_PAD/,designator2_pad,1.561,1.785,0.000,0.000,1.535,designator1_fffe_3\designator1_fffe_3.csd,0.00V,tnet,3in,default_data
DQM,designator1,designator2,R,0.074,0.321,4.857,FFFE,5,71.721,10.000,0.247,SL_PAD/,designator2_pad,1.537,1.784,0.000,0.000,1.463,designator1_fffe_3\designator1_fffe_3.csd,0.00V,tnet,3in,default_data
DQM,designator1,designator2,F,0.026,0.251,5.339,FFFE,6,81.724,10.000,0.225,SL_PAD/,designator2_pad,1.561,1.786,0.000,0.000,1.535,designator1_fffe_3\designator1_fffe_3.csd,0.00V,tnet,3in,default_data
DQM,designator1,designator2,R,0.074,0.321,4.864,FFFE,7,91.721,10.000,0.247,SL_PAD/,designator2_pad,1.537,1.784,0.000,0.000,1.463,designator1_fffe_3\designator1_fffe_3.csd,0.00V,tnet,3in,default_data
DQM,designator1,designator2,F,0.189,0.411,5.403,FFFE,2,31.886,20.000,0.222,SL_PAD/,designator2_pad,1.724,1.946,0.000,0.000,1.535,designator1_fffe_4\designator1_fffe_4.csd,0.00V,tnet,4in,default_data
DQM,designator1,designator2,R,0.240,0.484,4.923,FFFE,3,51.884,20.000,0.244,SL_PAD/,designator2_pad,1.703,1.947,0.000,0.000,1.463,designator1_fffe_4\designator1_fffe_4.csd,0.00V,tnet,4in,default_data
DQM,designator1,designator2,F,0.202,0.424,5.396,FFFE,4,61.898,10.000,0.222,SL_PAD/,designator2_pad,1.737,1.959,0.000,0.000,1.535,designator1_fffe_4\designator1_fffe_4.csd,0.00V,tnet,4in,default_data
DQM,designator1,designator2,R,0.255,0.496,4.986,FFFE,5,71.904,10.000,0.241,SL_PAD/,designator2_pad,1.718,1.959,0.000,0.000,1.463,designator1_fffe_4\designator1_fffe_4.csd,0.00V,tnet,4in,default_data
DQM,designator1,designator2,F,0.202,0.424,5.415,FFFE,6,81.898,10.000,0.222,SL_PAD/,designator2_pad,1.737,1.959,0.000,0.000,1.535,designator1_fffe_4\designator1_fffe_4.csd,0.00V,tnet,4in,default_data
DQM,designator1,designator2,R,0.256,0.496,4.988,FFFE,7,91.904,10.000,0.240,SL_PAD/,designator2_pad,1.719,1.959,0.000,0.000,1.463,designator1_fffe_4\designator1_fffe_4.csd,0.00V,tnet,4in,default_data
DQM,designator1,designator2,F,0.351,0.574,5.387,FFFE,2,32.048,20.000,0.223,SL_PAD/,designator2_pad,1.886,2.109,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_data
DQM,designator1,designator2,R,0.402,0.646,4.916,FFFE,3,52.047,20.000,0.244,SL_PAD/,designator2_pad,1.865,2.109,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_data
DQM,designator1,designator2,F,0.329,0.551,5.407,FFFE,4,62.024,10.000,0.222,SL_PAD/,designator2_pad,1.864,2.086,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_data
DQM,designator1,designator2,R,0.380,0.625,4.901,FFFE,5,72.019,10.000,0.245,SL_PAD/,designator2_pad,1.843,2.088,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_data
DQM,designator1,designator2,F,0.330,0.551,5.426,FFFE,6,82.024,10.000,0.221,SL_PAD/,designator2_pad,1.865,2.086,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_data
DQM,designator1,designator2,R,0.380,0.627,4.854,FFFE,7,92.019,10.000,0.247,SL_PAD/,designator2_pad,1.843,2.090,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_data
DQM,designator1,designator2,F,0.511,0.735,5.369,FFFE,2,32.208,20.000,0.224,SL_PAD/,designator2_pad,2.046,2.270,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_data
DQM,designator1,designator2,R,0.564,0.809,4.884,FFFE,3,52.209,20.000,0.245,SL_PAD/,designator2_pad,2.027,2.272,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_data
DQM,designator1,designator2,F,0.507,0.725,5.514,FFFE,4,62.200,10.000,0.218,SL_PAD/,designator2_pad,2.042,2.260,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_data
DQM,designator1,designator2,R,0.561,0.801,4.990,FFFE,5,72.203,10.000,0.240,SL_PAD/,designator2_pad,2.024,2.264,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_data
DQM,designator1,designator2,F,0.507,0.725,5.507,FFFE,6,82.200,10.000,0.218,SL_PAD/,designator2_pad,2.042,2.260,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_data
DQM,designator1,designator2,R,0.561,0.801,4.996,FFFE,7,92.203,10.000,0.240,SL_PAD/,designator2_pad,2.024,2.264,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_data
