Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,PATTERN
skew1,designator1,designator2,R,1.029,1.187,7.583,TTTE,9,28.468,3.000,0.158,SL_PAD/,designator2_pad,1.335,1.493,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.113,1.228,10.500,TTTE,10,31.472,3.000,0.115,SL_PAD/,designator2_pad,1.366,1.481,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.028,1.188,7.541,TTTE,11,34.468,3.000,0.160,SL_PAD/,designator2_pad,1.334,1.494,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.113,1.228,10.474,TTTE,12,37.472,3.000,0.115,SL_PAD/,designator2_pad,1.366,1.481,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.029,1.187,7.576,TTTE,13,40.468,3.000,0.158,SL_PAD/,designator2_pad,1.335,1.493,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.114,1.229,10.413,TTTE,14,43.474,3.000,0.115,SL_PAD/,designator2_pad,1.367,1.482,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.028,1.187,7.535,TTTE,15,46.468,3.000,0.159,SL_PAD/,designator2_pad,1.334,1.493,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.113,1.228,10.480,TTTE,16,49.473,3.000,0.115,SL_PAD/,designator2_pad,1.366,1.481,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.029,1.187,7.573,TTTE,17,52.468,3.000,0.158,SL_PAD/,designator2_pad,1.335,1.493,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.113,1.228,10.419,TTTE,18,55.472,3.000,0.115,SL_PAD/,designator2_pad,1.366,1.481,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.029,1.187,7.598,TTTE,19,58.468,3.000,0.158,SL_PAD/,designator2_pad,1.335,1.493,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.113,1.227,10.492,TTTE,20,61.472,3.000,0.114,SL_PAD/,designator2_pad,1.366,1.480,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.029,1.187,7.604,TTTE,21,64.468,3.000,0.158,SL_PAD/,designator2_pad,1.335,1.493,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,F,1.114,1.228,10.557,TTTE,22,67.473,3.000,0.114,SL_PAD/,designator2_pad,1.367,1.481,0.000,0.000,0.253,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
skew1,designator1,designator2,R,1.029,1.188,7.577,TTTE,23,70.468,3.000,0.159,SL_PAD/,designator2_pad,1.335,1.494,0.000,0.000,0.306,designator1_ttte_6\designator1_ttte_6.csd,0.00V,tnet,6in,NJ
